AnnotSV ID	SV chrom	SV start	SV end	SV length										AnnotSV type	Gene name	tx	CDS length	frameshift	tx length	location	location2	distNearestSS	nearestSStype	intersectStart	intersectEnd	DGV_GAIN_IDs	DGV_GAIN_n_samples_with_SV	DGV_GAIN_n_samples_tested	DGV_GAIN_Frequency	DGV_LOSS_IDs	DGV_LOSS_n_samples_with_SV	DGV_LOSS_n_samples_tested	DGV_LOSS_Frequency	GD_ID	GD_AN	GD_N_HET	GD_N_HOMALT	GD_AF	GD_POPMAX_AF	GD_ID_others	1000g_event	IMH_ID	IMH_AF	IMH_ID_others	promoters	dbVar_event	dbVar_variant	dbVar_status	TADcoordinates	ENCODEexperiments	GCcontent_left	GCcontent_right	Repeats_coord_left	Repeats_type_left	Repeats_coord_right	Repeats_type_right	Gap_left	Gap_right	SegDup_left	SegDup_right	ENCODE_blacklist_left	ENCODE_blacklist_characteristics_left	ENCODE_blacklist_right	ENCODE_blacklist_characteristics_right	ACMG	HI_CGscore	TriS_CGscore	DDD_status	DDD_mode	DDD_consequence	DDD_disease	DDD_pmids	HI_DDDpercent	delZ_ExAC	dupZ_ExAC	cnvZ_ExAC	synZ_ExAC	misZ_ExAC	pLI_ExAC	Mim Number	Phenotypes	Inheritance	morbidGenes	morbidGenesCandidates
15_65700000_65800000__1	15	65700000	65800000		658	0	Des	chr15	65700000	65800000	658	0	Des	full	DENND4A/MIR4511												0	0	-1		0	0	-1					-1	-1				-1	15:41561842-76261439_INV;15:41568129-76260706_INV;15:41571419-76260552_INV;15:52285431-100775019_INV	DENND4A/MIR4511	copy_number_gain;copy_number_loss;deletion;duplication	nssv13639800;nssv13642551;nssv13644289;nssv13645395;nssv13646205;nssv13650085;nssv13654897;nssv15125410;nssv15127602;nssv15127755;nssv15146047;nssv15147059;nssv15147575;nssv15147594;nssv15148445;nssv15149616;nssv15150618;nssv15150717;nssv15151655;nssv15151659;nssv15172190;nssv15172447;nssv1602505;nssv578688	Likely pathogenic;Pathogenic			0.370	0.380	15:65699687-65699977/15:65699990-65700189	AluJb/L1MC4a	15:65799840-65799988/15:65800047-65800196	MIR3/MIRb																	32.26	0.59197749256956	1.37520457187603	1.2710917352633	-0.203522046008703	1.99285984869207	0.0299018727340047					
15_65700000_65800000__1	15	65700000	65800000		658	0	Des	chr15	65700000	65800000	658	0	Des	split	DENND4A	NM_001320835	2833	yes	92293	txStart-intron20	5'UTR-CDS	543	5'	65700000	65792293		0	0	-1		0	0	-1					-1	-1				-1	15:41561842-76261439_INV;15:41568129-76260706_INV;15:41571419-76260552_INV;15:52285431-100775019_INV	MIR4511	copy_number_gain;copy_number_loss;deletion;duplication	nssv13639800;nssv13642551;nssv13644289;nssv13645395;nssv13646205;nssv13650085;nssv13654897;nssv15125410;nssv15127602;nssv15127755;nssv15146047;nssv15147059;nssv15147575;nssv15147594;nssv15148445;nssv15149616;nssv15150618;nssv15150717;nssv15151655;nssv15151659;nssv15172190;nssv15172447;nssv1602505;nssv578688	Likely pathogenic;Pathogenic																									32.26	0.59197749256956	1.37520457187603	1.2710917352633	-0.203522046008703	1.99285984869207	0.0299018727340047					
15_65700000_65800000__1	15	65700000	65800000		658	0	Des	chr15	65700000	65800000	658	0	Des	split	MIR4511	NR_039736	0	no	87	txStart-txEnd	UTR			65719245	65719332		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DEL_15_174708			-1	15:41561842-76261439_INV;15:41568129-76260706_INV;15:41571419-76260552_INV;15:52285431-100775019_INV		copy_number_gain;copy_number_loss;deletion;duplication	nssv13639800;nssv13642551;nssv13644289;nssv13645395;nssv13646205;nssv13650085;nssv13654897;nssv15125410;nssv15127602;nssv15127755;nssv15146047;nssv15147059;nssv15147575;nssv15147594;nssv15148445;nssv15149616;nssv15150618;nssv15150717;nssv15151655;nssv15151659;nssv15172190;nssv15172447;nssv1602505;nssv578688	Likely pathogenic;Pathogenic																																				
16_33100000_33200000__1	16	33100000	33200000		332	0	Des	chr16	33100000	33200000	332	0	Des	full	LOC102723655/TP53TG3/TP53TG3B/TP53TG3C/TP53TG3E/TP53TG3F											gssvG14616,gssvG14619,gssvG14618,gssvG14622,gssvG14620,gssvG14641,gssvG14682	835	13408	0.06227625	gssvL43687,gssvL43686,gssvL43689,gssvL43688,gssvL43690	519	22814	0.02274919					-1	-1	gnomAD_v2_DUP_16_43134;gnomAD_v2_DUP_16_43139			-1	16:15020810-70019806_INV;16:29226963-88193867_INV	LOC102723655/TP53TG3/TP53TG3B/TP53TG3C/TP53TG3E/TP53TG3F	copy_number_gain;copy_number_loss	nssv13639128;nssv13639907;nssv13640216;nssv13641568;nssv13645004;nssv13645588;nssv13645803;nssv13647830;nssv13651757;nssv13651804;nssv13652966;nssv15126289;nssv15126469;nssv15126545;nssv15127186;nssv15127269;nssv15133058;nssv15141243;nssv15148703;nssv15150639;nssv15151292;nssv15158224;nssv15158812;nssv15158813;nssv576714	Benign;Likely pathogenic;Pathogenic			0.460	0.480			16:33199907-33200025	MIRb			16:32920766-33214595/16:33042575-33214595/16:33042575-33214595/16:33094703-33118682/16:33094703-33121049/16:33094703-33121049/16:33094703-33121049	16:32920766-33214595/16:33042575-33214595/16:33042575-33214595/16:33154515-33214595/16:33173419-33214595/16:33177031-33214595/16:33177031-33214595													94.39											
16_33100000_33200000__1	16	33100000	33200000		332	0	Des	chr16	33100000	33200000	332	0	Des	split	LOC102723655	NM_001368237	375	no	2604	txStart-txEnd	5'UTR-3'UTR			33194263	33196867	gssvG14616,gssvG14619,gssvG14618,gssvG14622,gssvG14620,gssvG14641,gssvG14682	835	13408	0.06227625	gssvL43687,gssvL43686,gssvL43689,gssvL43688,gssvL43690	519	22814	0.02274919					-1	-1	gnomAD_v2_DUP_16_43134;gnomAD_v2_DUP_16_43139			-1	16:15020810-70019806_INV;16:29226963-88193867_INV		copy_number_gain;copy_number_loss	nssv13639128;nssv13639907;nssv13640216;nssv13641568;nssv13645004;nssv13645588;nssv13645803;nssv13647830;nssv13651757;nssv13651804;nssv13652966;nssv15126289;nssv15126469;nssv15126545;nssv15127186;nssv15127269;nssv15133058;nssv15141243;nssv15148703;nssv15150639;nssv15151292;nssv15158224;nssv15158812;nssv15158813;nssv576714	Benign;Likely pathogenic;Pathogenic																																				
16_33100000_33200000__1	16	33100000	33200000		332	0	Des	chr16	33100000	33200000	332	0	Des	split	TP53TG3	NM_016212	375	no	2597	txStart-txEnd	5'UTR-3'UTR			33194261	33196858	gssvG14616,gssvG14619,gssvG14618,gssvG14622,gssvG14620,gssvG14641,gssvG14682	835	13408	0.06227625	gssvL43687,gssvL43686,gssvL43689,gssvL43688,gssvL43690	519	22814	0.02274919					-1	-1	gnomAD_v2_DUP_16_43134;gnomAD_v2_DUP_16_43139			-1	16:15020810-70019806_INV;16:29226963-88193867_INV		copy_number_gain;copy_number_loss	nssv13639128;nssv13639907;nssv13640216;nssv13641568;nssv13645004;nssv13645588;nssv13645803;nssv13647830;nssv13651757;nssv13651804;nssv13652966;nssv15126289;nssv15126469;nssv15126545;nssv15127186;nssv15127269;nssv15133058;nssv15141243;nssv15148703;nssv15150639;nssv15151292;nssv15158224;nssv15158812;nssv15158813;nssv576714	Benign;Likely pathogenic;Pathogenic																									94.39											
16_33100000_33200000__1	16	33100000	33200000		332	0	Des	chr16	33100000	33200000	332	0	Des	split	TP53TG3B	NM_001099687	375	no	2597	txStart-txEnd	5'UTR-3'UTR			33194261	33196858	gssvG14616,gssvG14619,gssvG14618,gssvG14622,gssvG14620,gssvG14641,gssvG14682	835	13408	0.06227625	gssvL43687,gssvL43686,gssvL43689,gssvL43688,gssvL43690	519	22814	0.02274919					-1	-1	gnomAD_v2_DUP_16_43134;gnomAD_v2_DUP_16_43139			-1	16:15020810-70019806_INV;16:29226963-88193867_INV		copy_number_gain;copy_number_loss	nssv13639128;nssv13639907;nssv13640216;nssv13641568;nssv13645004;nssv13645588;nssv13645803;nssv13647830;nssv13651757;nssv13651804;nssv13652966;nssv15126289;nssv15126469;nssv15126545;nssv15127186;nssv15127269;nssv15133058;nssv15141243;nssv15148703;nssv15150639;nssv15151292;nssv15158224;nssv15158812;nssv15158813;nssv576714	Benign;Likely pathogenic;Pathogenic																									92.24											
16_33100000_33200000__1	16	33100000	33200000		332	0	Des	chr16	33100000	33200000	332	0	Des	split	TP53TG3C	NM_001205259	375	no	2040	txStart-txEnd	5'UTR-3'UTR			33194263	33196303	gssvG14616,gssvG14619,gssvG14618,gssvG14622,gssvG14620,gssvG14641,gssvG14682	835	13408	0.06227625	gssvL43687,gssvL43686,gssvL43689,gssvL43688,gssvL43690	519	22814	0.02274919					-1	-1	gnomAD_v2_DUP_16_43134;gnomAD_v2_DUP_16_43139			-1	16:15020810-70019806_INV;16:29226963-88193867_INV		copy_number_gain;copy_number_loss	nssv13639128;nssv13639907;nssv13640216;nssv13641568;nssv13645004;nssv13645588;nssv13645803;nssv13647830;nssv13651757;nssv13651804;nssv13652966;nssv15126289;nssv15126469;nssv15126545;nssv15127186;nssv15127269;nssv15133058;nssv15141243;nssv15148703;nssv15150639;nssv15151292;nssv15158224;nssv15158812;nssv15158813;nssv576714	Benign;Likely pathogenic;Pathogenic																									91.96											
16_33100000_33200000__1	16	33100000	33200000		332	0	Des	chr16	33100000	33200000	332	0	Des	split	TP53TG3E	NM_001330061	375	no	2582	txStart-txEnd	5'UTR-3'UTR			33194280	33196862	gssvG14616,gssvG14619,gssvG14618,gssvG14622,gssvG14620,gssvG14641,gssvG14682	835	13408	0.06227625	gssvL43687,gssvL43686,gssvL43689,gssvL43688,gssvL43690	519	22814	0.02274919					-1	-1	gnomAD_v2_DUP_16_43134;gnomAD_v2_DUP_16_43139			-1	16:15020810-70019806_INV;16:29226963-88193867_INV		copy_number_gain;copy_number_loss	nssv13639128;nssv13639907;nssv13640216;nssv13641568;nssv13645004;nssv13645588;nssv13645803;nssv13647830;nssv13651757;nssv13651804;nssv13652966;nssv15126289;nssv15126469;nssv15126545;nssv15127186;nssv15127269;nssv15133058;nssv15141243;nssv15148703;nssv15150639;nssv15151292;nssv15158224;nssv15158812;nssv15158813;nssv576714	Benign;Likely pathogenic;Pathogenic																																				
16_33100000_33200000__1	16	33100000	33200000		332	0	Des	chr16	33100000	33200000	332	0	Des	split	TP53TG3F	NM_001330066	375	no	2577	txStart-txEnd	5'UTR-3'UTR			33194281	33196858	gssvG14616,gssvG14619,gssvG14618,gssvG14622,gssvG14620,gssvG14641,gssvG14682	835	13408	0.06227625	gssvL43687,gssvL43686,gssvL43689,gssvL43688,gssvL43690	519	22814	0.02274919					-1	-1	gnomAD_v2_DUP_16_43134;gnomAD_v2_DUP_16_43139			-1	16:15020810-70019806_INV;16:29226963-88193867_INV		copy_number_gain;copy_number_loss	nssv13639128;nssv13639907;nssv13640216;nssv13641568;nssv13645004;nssv13645588;nssv13645803;nssv13647830;nssv13651757;nssv13651804;nssv13652966;nssv15126289;nssv15126469;nssv15126545;nssv15127186;nssv15127269;nssv15133058;nssv15141243;nssv15148703;nssv15150639;nssv15151292;nssv15158224;nssv15158812;nssv15158813;nssv576714	Benign;Likely pathogenic;Pathogenic																																				
16_34400000_34500000__1	16	34400000	34500000		345	0	Des	chr16	34400000	34500000	345	0	Des	full													0	0	-1		0	0	-1					-1	-1				-1	16:15020810-70019806_INV;16:29226963-88193867_INV;16:34257603-36336778_INV;16:34258345-36336908_INV		copy_number_gain;copy_number_loss	nssv13639128;nssv13640216;nssv13641568;nssv13645004;nssv13645588;nssv13645803;nssv13647830;nssv13651757;nssv13651804;nssv13652966;nssv15126289;nssv15126469;nssv15127186;nssv15127269;nssv15133058;nssv15141243;nssv15148703;nssv15150639;nssv15151292;nssv15158224;nssv15158812;nssv15158813;nssv576714	Benign;Likely pathogenic;Pathogenic			0.380	0.625	16:34399508-34399999/16:34399999-34402031	L1MA7/L1PB3					16:34339329-34429997/16:34400005-34412056	16:34481760-34508699/16:34493214-34507830/16:34499256-34507831/16:34499269-34507831/16:34499279-34507831	16:34272000-34633100	High Signal Region	16:34272000-34633100	High Signal Region																				
16_35400000_35500000__1	16	35400000	35500000		355	0	Des	chr16	35400000	35500000	355	0	Des	full	FRG2DP											gssvG14625,gssvG14637	2535	25027	0.10129061	gssvL44075	61	2580	0.02364341					-1	-1	gnomAD_v2_DUP_16_43188	<CN0>/<CN2>		-1	16:35176373-36133971_DUP;16:35385648-35479679_DUP;16:15020810-70019806_INV;16:29226963-88193867_INV;16:34257603-36336778_INV;16:34258345-36336908_INV;16:34899911-46414061_INV;16:34947362-46413545_INV	FRG2DP	copy_number_gain;copy_number_loss	essv10988;essv11239;essv1126;essv11729;essv1190;essv1225;essv14506;essv15619;essv1601;essv16504;essv17613;essv18067;essv18380;essv1850;essv18756;essv19241;essv1936;essv19528;essv19982;essv2163;essv22662;essv23239;essv23516;essv23894;essv2779;essv2890;essv2977;essv3354;essv3958;essv4228;essv4402127;essv4704;essv4790;essv480;essv5499;essv5604;essv5819;essv6809;essv6906;essv6982824;essv6985102;essv7005;essv7231;essv8206;nssv1157310;nssv1157888;nssv13638429;nssv13639128;nssv13640216;nssv13645004;nssv13645588;nssv13645803;nssv13646277;nssv13647830;nssv13651757;nssv13651804;nssv13652966;nssv14082416;nssv1498110;nssv1498118;nssv15121048;nssv15126289;nssv15126469;nssv15126797;nssv15126808;nssv15127186;nssv15127269;nssv15132524;nssv15132855;nssv15133058;nssv15148703;nssv15150356;nssv15150639;nssv15151292;nssv15158224;nssv15158812;nssv15158813;nssv3443752;nssv3453122;nssv451520;nssv451531;nssv451542;nssv576714;nssv577221;nssv578533;nssv584557	Benign;Pathogenic			0.370	0.360	16:35399831-35399921/16:35400072-35400173	HERVL40-int/HERVL40-int																														
16_35400000_35500000__1	16	35400000	35500000		355	0	Des	chr16	35400000	35500000	355	0	Des	split	FRG2DP	NR_026980	0	no	3183	txStart-txEnd	UTR			35477413	35480596	gssvG14625,gssvG14637	2535	25027	0.10129061	gssvL44075,gssvL44082	65	3731	0.01742160					-1	-1	gnomAD_v2_DUP_16_43188;gnomAD_v2_DEL_16_180977	DEL		-1	16:35176373-36133971_DUP;16:35385648-35479679_DUP;16:15020810-70019806_INV;16:29226963-88193867_INV;16:34257603-36336778_INV;16:34258345-36336908_INV;16:34899911-46414061_INV;16:34947362-46413545_INV		copy_number_gain;copy_number_loss	essv10988;essv11239;essv1126;essv11729;essv1190;essv1225;essv14506;essv15619;essv1601;essv16504;essv17613;essv18067;essv18380;essv1850;essv18756;essv19241;essv1936;essv19528;essv19982;essv2163;essv22662;essv23239;essv23516;essv23894;essv2779;essv2890;essv2977;essv3354;essv3958;essv4228;essv4402127;essv4704;essv4790;essv480;essv5499;essv5604;essv5819;essv6809;essv6906;essv6982824;essv6985102;essv7005;essv7231;essv8206;nssv1157310;nssv1157888;nssv13638429;nssv13639128;nssv13640216;nssv13645004;nssv13645588;nssv13645803;nssv13646277;nssv13647830;nssv13651757;nssv13651804;nssv13652966;nssv14082416;nssv1498110;nssv1498118;nssv15121048;nssv15126289;nssv15126469;nssv15126797;nssv15126808;nssv15127186;nssv15127269;nssv15132524;nssv15132855;nssv15133058;nssv15148703;nssv15150356;nssv15150639;nssv15151292;nssv15158224;nssv15158812;nssv15158813;nssv3443752;nssv3453122;nssv451520;nssv451531;nssv451542;nssv576714;nssv577221;nssv578533;nssv584557	Benign;Pathogenic																																				
16_35800000_35900000__1	16	35800000	35900000		359	0	Des	chr16	35800000	35900000	359	0	Des	full												gssvG14626	2	12365	0.00016175		0	0	-1					-1	-1	gnomAD_v2_DUP_16_43193	<CN0>/<CN2>		-1	16:35176373-36133971_DUP;16:15020810-70019806_INV;16:29226963-88193867_INV;16:34257603-36336778_INV;16:34258345-36336908_INV;16:34899911-46414061_INV;16:34947362-46413545_INV		copy_number_gain;copy_number_loss	essv10988;essv11239;essv1126;essv11729;essv1190;essv1225;essv14506;essv15619;essv1601;essv16504;essv17613;essv18067;essv18380;essv1850;essv18756;essv19241;essv1936;essv19528;essv19982;essv2163;essv22662;essv23239;essv23516;essv23894;essv2779;essv2890;essv2977;essv3354;essv3958;essv4228;essv4402127;essv4704;essv4790;essv480;essv5499;essv5604;essv5819;essv6809;essv6906;essv6982824;essv6985102;essv7005;essv7231;essv8206;nssv1157310;nssv1157888;nssv13638429;nssv13639128;nssv13640216;nssv13645004;nssv13645588;nssv13645803;nssv13646277;nssv13647830;nssv13651757;nssv13651804;nssv13652966;nssv14082416;nssv1498110;nssv1498118;nssv15121048;nssv15126289;nssv15126469;nssv15126797;nssv15126808;nssv15127186;nssv15127269;nssv15132524;nssv15132855;nssv15133058;nssv15148703;nssv15150356;nssv15150639;nssv15151292;nssv15158224;nssv15158812;nssv15158813;nssv3443752;nssv3453122;nssv451520;nssv451531;nssv451542;nssv576714;nssv577221;nssv578533;nssv584557	Benign;Pathogenic			0.330	0.450	16:35799395-35800662	HERVK22-int	16:35897577-35901340	HERVS71-int																												
18_21100000_21200000__1	18	21100000	21200000		212	0	Des	chr18	21100000	21200000	212	0	Des	full	ROCK1												0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_18_46673			-1	18:21027442-21343111_DUP	ROCK1	copy_number_gain	nssv13638526;nssv13639255;nssv13639561;nssv13639627;nssv13640246;nssv13640434;nssv13640719;nssv13640861;nssv13642328;nssv13644001;nssv13645643;nssv13645972;nssv13648558;nssv13649009;nssv13649296;nssv13649357;nssv13649710;nssv13650141;nssv13650204;nssv13652977;nssv13653366;nssv13655408;nssv13655735;nssv13656350;nssv14081970;nssv14081987;nssv14081993;nssv14082272;nssv14082373;nssv14082413;nssv1415160;nssv1495043;nssv1495047;nssv1495048;nssv15128647;nssv15132210;nssv15132211;nssv15133156;nssv15138610;nssv15139135;nssv15139496;nssv15139897;nssv15140063;nssv15145762;nssv15146335;nssv15146417;nssv15146425;nssv15146747;nssv15147093;nssv15147412;nssv15147431;nssv15147673;nssv15147830;nssv15147988;nssv15148196;nssv15148237;nssv15148275;nssv15148471;nssv15149221;nssv15149976;nssv15150311;nssv15150633;nssv15151212;nssv15151280;nssv15159888;nssv15173597;nssv15174218;nssv1601746;nssv1602740;nssv1604116;nssv1604204;nssv1604635;nssv1605069;nssv1608173;nssv1608919;nssv1609364;nssv1610263;nssv1610478;nssv3395027;nssv3395222;nssv3395263;nssv3396695;nssv3396980;nssv3397452;nssv576200;nssv578753;nssv578755;nssv578756;nssv578759;nssv578760;nssv578762;nssv578763;nssv578772;nssv578773;nssv578775;nssv578776;nssv582222;nssv582806;nssv583188;nssv584342;nssv706203;nssv706292	Pathogenic			0.450	0.310	18:21099752-21100051/18:21100051-21100210	AluSz/L1MC5a																			3.82	-0.233406393128565	-2.53125239294469	-2.2988285732992	-0.0357865039498206	4.87063913698631	0.999998543675827					
18_21100000_21200000__1	18	21100000	21200000		212	0	Des	chr18	21100000	21200000	212	0	Des	split	ROCK1	NM_005406	93	no	11813	txStart-intron1	5'UTR-CDS	10817	5'	21100000	21111813		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_18_46673			-1	18:21027442-21343111_DUP		copy_number_gain	nssv13638526;nssv13639255;nssv13639561;nssv13639627;nssv13640246;nssv13640434;nssv13640719;nssv13640861;nssv13642328;nssv13644001;nssv13645643;nssv13645972;nssv13648558;nssv13649009;nssv13649296;nssv13649357;nssv13649710;nssv13650141;nssv13650204;nssv13652977;nssv13653366;nssv13655408;nssv13655735;nssv13656350;nssv14081970;nssv14081987;nssv14081993;nssv14082272;nssv14082373;nssv14082413;nssv1415160;nssv1495043;nssv1495047;nssv1495048;nssv15128647;nssv15132210;nssv15132211;nssv15133156;nssv15138610;nssv15139135;nssv15139496;nssv15139897;nssv15140063;nssv15145762;nssv15146335;nssv15146417;nssv15146425;nssv15146747;nssv15147093;nssv15147412;nssv15147431;nssv15147673;nssv15147830;nssv15147988;nssv15148196;nssv15148237;nssv15148275;nssv15148471;nssv15149221;nssv15149976;nssv15150311;nssv15150633;nssv15151212;nssv15151280;nssv15159888;nssv15173597;nssv15174218;nssv1601746;nssv1602740;nssv1604116;nssv1604204;nssv1604635;nssv1605069;nssv1608173;nssv1608919;nssv1609364;nssv1610263;nssv1610478;nssv3395027;nssv3395222;nssv3395263;nssv3396695;nssv3396980;nssv3397452;nssv576200;nssv578753;nssv578755;nssv578756;nssv578759;nssv578760;nssv578762;nssv578763;nssv578772;nssv578773;nssv578775;nssv578776;nssv582222;nssv582806;nssv583188;nssv584342;nssv706203;nssv706292	Pathogenic																									3.82	-0.233406393128565	-2.53125239294469	-2.2988285732992	-0.0357865039498206	4.87063913698631	0.999998543675827					
18_21300000_21400000__1	18	21300000	21400000		214	0	Des	chr18	21300000	21400000	214	0	Des	full	GREB1L												0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_18_46679			-1	18:21200779-21482404_DUP		copy_number_gain	nssv13638526;nssv13639255;nssv13639561;nssv13639627;nssv13640246;nssv13640434;nssv13640719;nssv13640861;nssv13642328;nssv13644001;nssv13645643;nssv13645972;nssv13648558;nssv13649009;nssv13649296;nssv13649357;nssv13649710;nssv13650141;nssv13650204;nssv13652977;nssv13653366;nssv13655408;nssv13655735;nssv13656350;nssv14081970;nssv14081987;nssv14081993;nssv14082272;nssv14082373;nssv14082413;nssv1415160;nssv1495043;nssv1495047;nssv1495048;nssv15128647;nssv15132210;nssv15132211;nssv15133156;nssv15138610;nssv15139135;nssv15139496;nssv15139897;nssv15140063;nssv15145762;nssv15146335;nssv15146417;nssv15146425;nssv15146747;nssv15147093;nssv15147412;nssv15147431;nssv15147673;nssv15147830;nssv15147988;nssv15148196;nssv15148237;nssv15148275;nssv15148471;nssv15149221;nssv15149976;nssv15150311;nssv15150633;nssv15151212;nssv15151280;nssv15159888;nssv15173597;nssv15174218;nssv1601746;nssv1602740;nssv1604116;nssv1604204;nssv1604635;nssv1605069;nssv1608173;nssv1608919;nssv1609364;nssv1610263;nssv1610478;nssv3395027;nssv3395222;nssv3395263;nssv3396695;nssv3396980;nssv3397452;nssv576200;nssv578753;nssv578755;nssv578756;nssv578759;nssv578760;nssv578762;nssv578763;nssv578772;nssv578773;nssv578775;nssv578776;nssv582222;nssv582806;nssv583188;nssv584342;nssv706203;nssv706292	Pathogenic			0.255	0.280																					9.33							617782			yes	
18_21300000_21400000__1	18	21300000	21400000		214	0	Des	chr18	21300000	21400000	214	0	Des	split	GREB1L	NM_001142966	532	yes	100000	intron1-intron5	5'UTR-CDS	1149	3'	21300000	21400000		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_18_46679			-1	18:21200779-21482404_DUP		copy_number_gain	nssv13638526;nssv13639255;nssv13639561;nssv13639627;nssv13640246;nssv13640434;nssv13640719;nssv13640861;nssv13642328;nssv13644001;nssv13645643;nssv13645972;nssv13648558;nssv13649009;nssv13649296;nssv13649357;nssv13649710;nssv13650141;nssv13650204;nssv13652977;nssv13653366;nssv13655408;nssv13655735;nssv13656350;nssv14081970;nssv14081987;nssv14081993;nssv14082272;nssv14082373;nssv14082413;nssv1415160;nssv1495043;nssv1495047;nssv1495048;nssv15128647;nssv15132210;nssv15132211;nssv15133156;nssv15138610;nssv15139135;nssv15139496;nssv15139897;nssv15140063;nssv15145762;nssv15146335;nssv15146417;nssv15146425;nssv15146747;nssv15147093;nssv15147412;nssv15147431;nssv15147673;nssv15147830;nssv15147988;nssv15148196;nssv15148237;nssv15148275;nssv15148471;nssv15149221;nssv15149976;nssv15150311;nssv15150633;nssv15151212;nssv15151280;nssv15159888;nssv15173597;nssv15174218;nssv1601746;nssv1602740;nssv1604116;nssv1604204;nssv1604635;nssv1605069;nssv1608173;nssv1608919;nssv1609364;nssv1610263;nssv1610478;nssv3395027;nssv3395222;nssv3395263;nssv3396695;nssv3396980;nssv3397452;nssv576200;nssv578753;nssv578755;nssv578756;nssv578759;nssv578760;nssv578762;nssv578763;nssv578772;nssv578773;nssv578775;nssv578776;nssv582222;nssv582806;nssv583188;nssv584342;nssv706203;nssv706292	Pathogenic																									9.33							617782	Renal hypodysplasia/aplasia 3, 617805 (3)	AD	yes	
18_21400000_21500000__1	18	21400000	21500000		215	0	Des	chr18	21400000	21500000	215	0	Des	full	GREB1L												0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_18_46679	DUP		-1	18:21200779-21482404_DUP		copy_number_gain	nssv13638526;nssv13639255;nssv13639561;nssv13639627;nssv13640246;nssv13640434;nssv13640719;nssv13640861;nssv13642328;nssv13644001;nssv13645643;nssv13645972;nssv13648558;nssv13649009;nssv13649296;nssv13649357;nssv13649710;nssv13650141;nssv13650204;nssv13652977;nssv13653366;nssv13655408;nssv13655735;nssv13656350;nssv14081970;nssv14081987;nssv14081993;nssv14082272;nssv14082373;nssv14082413;nssv1415160;nssv1495043;nssv1495047;nssv1495048;nssv15128647;nssv15132210;nssv15132211;nssv15133156;nssv15138610;nssv15139135;nssv15139496;nssv15139897;nssv15140063;nssv15145762;nssv15146335;nssv15146417;nssv15146425;nssv15146747;nssv15147093;nssv15147412;nssv15147431;nssv15147673;nssv15147830;nssv15147988;nssv15148196;nssv15148237;nssv15148275;nssv15148471;nssv15149221;nssv15149976;nssv15150311;nssv15150633;nssv15151212;nssv15151280;nssv15159888;nssv15173597;nssv15174218;nssv1601746;nssv1602740;nssv1604116;nssv1604204;nssv1604635;nssv1605069;nssv1608173;nssv1608919;nssv1609364;nssv1610263;nssv1610478;nssv3395027;nssv3395222;nssv3395263;nssv3396695;nssv3396980;nssv3397452;nssv576200;nssv578753;nssv578755;nssv578756;nssv578759;nssv578760;nssv578762;nssv578763;nssv578772;nssv578773;nssv578775;nssv578776;nssv582222;nssv582806;nssv583188;nssv584342;nssv706203;nssv706292	Pathogenic	18:21460040-21860039;18:21460040-22820037	ENCFF139JCA:ENCFF572FKA	0.280	0.655																					9.33							617782			yes	
18_21400000_21500000__1	18	21400000	21500000		215	0	Des	chr18	21400000	21500000	215	0	Des	split	GREB1L	NM_001142966	3131	yes	100000	intron5-exon22	CDS	272	3'	21400000	21500000		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_18_46679	DUP		-1	18:21200779-21482404_DUP		copy_number_gain	nssv13638526;nssv13639255;nssv13639561;nssv13639627;nssv13640246;nssv13640434;nssv13640719;nssv13640861;nssv13642328;nssv13644001;nssv13645643;nssv13645972;nssv13648558;nssv13649009;nssv13649296;nssv13649357;nssv13649710;nssv13650141;nssv13650204;nssv13652977;nssv13653366;nssv13655408;nssv13655735;nssv13656350;nssv14081970;nssv14081987;nssv14081993;nssv14082272;nssv14082373;nssv14082413;nssv1415160;nssv1495043;nssv1495047;nssv1495048;nssv15128647;nssv15132210;nssv15132211;nssv15133156;nssv15138610;nssv15139135;nssv15139496;nssv15139897;nssv15140063;nssv15145762;nssv15146335;nssv15146417;nssv15146425;nssv15146747;nssv15147093;nssv15147412;nssv15147431;nssv15147673;nssv15147830;nssv15147988;nssv15148196;nssv15148237;nssv15148275;nssv15148471;nssv15149221;nssv15149976;nssv15150311;nssv15150633;nssv15151212;nssv15151280;nssv15159888;nssv15173597;nssv15174218;nssv1601746;nssv1602740;nssv1604116;nssv1604204;nssv1604635;nssv1605069;nssv1608173;nssv1608919;nssv1609364;nssv1610263;nssv1610478;nssv3395027;nssv3395222;nssv3395263;nssv3396695;nssv3396980;nssv3397452;nssv576200;nssv578753;nssv578755;nssv578756;nssv578759;nssv578760;nssv578762;nssv578763;nssv578772;nssv578773;nssv578775;nssv578776;nssv582222;nssv582806;nssv583188;nssv584342;nssv706203;nssv706292	Pathogenic	18:21460040-21860039;18:21460040-22820037	ENCFF139JCA:ENCFF572FKA																							9.33							617782	Renal hypodysplasia/aplasia 3, 617805 (3)	AD	yes	
